,video_title,video_link,video_views,video_duration,video_availability,channel_id
385,T-Pain Made Ella Mai Hate Jacquees 'Trip' Remix & Jacquees compares it to Lil Wayne & YG | Ep. 83,https://www.youtube.com/watch?v=ZLj7oiODT50,24426,2:30,1,UCQoxJOkwaCgyzQtiuAIDcuw
306,Dwyane Wade On Being Behind Jordan & Kobe As The 3rd Best Shooting Guard: “I'm mad I'm not first”,https://www.youtube.com/watch?v=GwuJKLBfIkc,24471,4:42,1,UCQoxJOkwaCgyzQtiuAIDcuw
128,"Mike Tyson & Jon Jones Headline Francis Ngannou's Mt. Rushmores for MMA & Boxing, Who's On Yours?",https://www.youtube.com/watch?v=xBL0fjV8zlw,24642,6:43,1,UCQoxJOkwaCgyzQtiuAIDcuw
194,"DaBaby Still Mad At Friend Who Didn’t Take Gun Charge At Rodeo Drive, Beverly Hills Arresting",https://www.youtube.com/watch?v=YOmVA7qZAxk,24797,5:34,1,UCQoxJOkwaCgyzQtiuAIDcuw
447,Missy Elliott Made Timbaland Make 100 Beats Before She Picked One | CLUB SHAY SHAY,https://www.youtube.com/watch?v=MRrpJZaFYqc,24955,4:38,1,UCQoxJOkwaCgyzQtiuAIDcuw
328,Chris Brown On Growing Up A Dallas Cowboys Fan | EP. 86 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=L810Afg9YgY,25314,1:52,1,UCQoxJOkwaCgyzQtiuAIDcuw
466,Steve Harvey is not worried about competition: 'There's room at the top' | Ep. 78 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=RGcarrf3RCE,25382,2:18,1,UCQoxJOkwaCgyzQtiuAIDcuw
389,Jacquees on Quavo & Offset’s Beef And Takeoff’s Passing | EP. 83 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=OArvnAf5IU4,25675,1:38,1,UCQoxJOkwaCgyzQtiuAIDcuw
207,DJ Khaled Lost 20 lbs | CLUB SHAY SHAY,https://www.youtube.com/watch?v=sd23NrpCjkA,25694,7:28,1,UCQoxJOkwaCgyzQtiuAIDcuw
142,Russell Westbrook Put Up All-Star Numbers On Los Angeles Lakers and Still Received Unfair Criticism,https://www.youtube.com/watch?v=k--T_cnYx2M,25711,2:59,1,UCQoxJOkwaCgyzQtiuAIDcuw
463,Omarion on dating multiple women and finding the “perfect” woman | Ep. 79 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=vSedOB-vReg,25715,3:08,1,UCQoxJOkwaCgyzQtiuAIDcuw
129,Francis Ngannou Wants Idris Elba To Play His Life Story | CLUB SHAY SHAY,https://www.youtube.com/watch?v=_ndnVP0jq7Q,25742,2:35,1,UCQoxJOkwaCgyzQtiuAIDcuw
27,"Usher, Jay-Z, Pharrell & Diddy Were Almost a Super Group | CLUB SHAY SHAY",https://www.youtube.com/watch?v=WxQDKLCiR1s,26145,8:39,1,UCQoxJOkwaCgyzQtiuAIDcuw
217,Bill Gates Shows Love To Cordae After No. 1 TED Talk Of Year | CLUB SHAY SHAY,https://www.youtube.com/watch?v=Fmva4c8TpNo,26610,6:17,1,UCQoxJOkwaCgyzQtiuAIDcuw
185,DaBaby’s Best & Worst Purchases: “Worst purchase might be investing others.” | CLUB SHAY SHAY,https://www.youtube.com/watch?v=HpifwHzfLMQ,26883,3:50,1,UCQoxJOkwaCgyzQtiuAIDcuw
288,"Love & Hip Hop, Joe Budden & Kaylin Garcia Convinced Brittany Renner Open Relationship = the Answer",https://www.youtube.com/watch?v=ExjBFwcKHZw,26944,6:30,1,UCQoxJOkwaCgyzQtiuAIDcuw
410,Ne-Yo on Drake's AI-Generated Songs: “I don’t understand the positive aspect of it” | CLUB SHAY SHAY,https://www.youtube.com/watch?v=prwq_643M1o,27273,2:33,1,UCQoxJOkwaCgyzQtiuAIDcuw
245,D.C. Young Fly Is On Bruce Bruce’s Mt. Rushmore For Today’s Comedians | CLUB SHAY SHAY,https://www.youtube.com/watch?v=JDP8igltAP8,27332,3:48,1,UCQoxJOkwaCgyzQtiuAIDcuw
164,Shannon Sharpe Tells Ric Flair He Thought About Being A Wrestler | CLUB SHAY SHAY,https://www.youtube.com/watch?v=4Wuh-tqVTL4,27625,2:38,1,UCQoxJOkwaCgyzQtiuAIDcuw
443,Timbaland on Justin Timberlake Selling Music Catalog for $100M | Ep. 80 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=d_575AZMNc4,27694,2:47,1,UCQoxJOkwaCgyzQtiuAIDcuw
235,LeBron Gave Rich Paul An Opportunity Like White Men Get | CLUB SHAY SHAY,https://www.youtube.com/watch?v=y4j2VdhPb0Y,27881,1:06,1,UCQoxJOkwaCgyzQtiuAIDcuw
383,Jacquees Clears Up Cash Money Not Paying Artists Rumors & Why Birdman Is A Good CEO | Ep. 83,https://www.youtube.com/watch?v=0NtNFhF-Zvg,27995,3:37,1,UCQoxJOkwaCgyzQtiuAIDcuw
486,"Steve Harvey on Having High Blood Pressure, An Immune Disorder & Sleep Apnea (Oprah Joke) | Ep. 78",https://www.youtube.com/watch?v=o-P0DxcP8Ak,28553,5:47,1,UCQoxJOkwaCgyzQtiuAIDcuw
173,"Ric Flair's Trash Talk Mt. Rushmore: Muhammad Ali, Deion Sanders, The Rock, Michael Jordan, and More",https://www.youtube.com/watch?v=22zTkHSRz5w,29161,3:09,1,UCQoxJOkwaCgyzQtiuAIDcuw
441,Timbaland Inspired To Workout From Shannon Sharpe & The Rock: '50 is the new 20s & 30s.' | Ep. 80,https://www.youtube.com/watch?v=7siyVLWDOdw,29465,6:27,1,UCQoxJOkwaCgyzQtiuAIDcuw
58,Kountry Wayne Shows Love To Kevin Hart & Cedric The Entertainer | CLUB SHAY SHAY,https://www.youtube.com/watch?v=PSoRFJgjxCo,29485,9:30,1,UCQoxJOkwaCgyzQtiuAIDcuw
57,"Katt Williams, Chris Tucker, The Kings Comedy & Eddie Murphy Are Kountry Wayne's GOATs - You Agree?",https://www.youtube.com/watch?v=qW_gyDkpkrE,29672,7:45,1,UCQoxJOkwaCgyzQtiuAIDcuw
334,Chris Brown Reacts To Druski Applauding Him For Being Focused While Surrounded By Women,https://www.youtube.com/watch?v=iA-6DPsvaAQ,29713,2:29,1,UCQoxJOkwaCgyzQtiuAIDcuw
366,Tabitha Brown’s Shocking Conversation With Shannon Sharpe Before He Left Skip Bayless & Undisputed,https://www.youtube.com/watch?v=sAUP2Uf7oCc,30138,3:49,1,UCQoxJOkwaCgyzQtiuAIDcuw
454,Omarion on meeting Prince & Michael Jackson for the first time | Ep. 79 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=-2XMgmJtIrc,30282,1:29,1,UCQoxJOkwaCgyzQtiuAIDcuw
407,Shannon Sharpe Explodes On Lucky Daye For Sleeping In Ne-Yo's Bed | Ep. 82 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=xxRiTbiqtyk,30312,3:06,1,UCQoxJOkwaCgyzQtiuAIDcuw
166,"Andre The Giant's Insane Stories: Drinking 106 Beers, Suffocating Wrestler & More By Ric Flair",https://www.youtube.com/watch?v=jNJG3pFR34I,30379,4:14,1,UCQoxJOkwaCgyzQtiuAIDcuw
460,"Omarion ranks Chris Brown, Usher & Himself on the R&B Mt. Rushmore | Ep. 79 | CLUB SHAY SHAY",https://www.youtube.com/watch?v=ifBoBpEkKiU,30510,3:49,1,UCQoxJOkwaCgyzQtiuAIDcuw
26,Usher Turned Down Eddie Murphy And DREAMGIRLS | CLUB SHAY SHAY,https://www.youtube.com/watch?v=Y1ruT1Bscg4,30651,7:33,1,UCQoxJOkwaCgyzQtiuAIDcuw
165,Ric Flair Turned Down James Bond and Talks About The Rock & John Cena Being Movie Stars,https://www.youtube.com/watch?v=t92jhhiiztU,30730,1:48,1,UCQoxJOkwaCgyzQtiuAIDcuw
340,Chris Brown on Ja Morant: People Make Mistakes | CLUB SHAY SHAY,https://www.youtube.com/watch?v=uRwQOJe8Wjg,30988,5:10,1,UCQoxJOkwaCgyzQtiuAIDcuw
499,"Mendeecees: Shot twice, Stabbed 13x & Son almost kidnapped | EP. 77 | CLUB SHAY SHAY",https://www.youtube.com/watch?v=HCujY4O4zGI,31080,1:55,1,UCQoxJOkwaCgyzQtiuAIDcuw
132,Francis Ngannou Remembers First Time in America & Europe: From French Garages to American Hotels,https://www.youtube.com/watch?v=5inmIc7E-3U,32307,14:02,1,UCQoxJOkwaCgyzQtiuAIDcuw
490,P. Diddy & Dame Dash’s impact on Harlem told by New York native Mendeecees | Ep. 77 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=TdOpz0nlDkU,32309,3:33,1,UCQoxJOkwaCgyzQtiuAIDcuw
42,21 Savage & Shannon Sharpe On Freaknik | CLUB SHAY SHAY,https://www.youtube.com/watch?v=ia9CJepNIOM,32369,3:56,1,UCQoxJOkwaCgyzQtiuAIDcuw
152,Kobe Bryant Almost Traded To Chicago Bulls From Lakers - His Legacy Wouldn’t Have Been the Same,https://www.youtube.com/watch?v=cPI-sh_zgj4,32801,7:28,1,UCQoxJOkwaCgyzQtiuAIDcuw
196,DaBaby On His Brother Committing Suicide & Learning To Heal | CLUB SHAY SHAY,https://www.youtube.com/watch?v=WcXhZHk9zmA,33375,8:57,1,UCQoxJOkwaCgyzQtiuAIDcuw
137,Francis Ngannou Defends Conor McGregor | CLUB SHAY SHAY,https://www.youtube.com/watch?v=vORFTohdNRU,33516,1:50,1,UCQoxJOkwaCgyzQtiuAIDcuw
198,DaBaby’s Verse Was Better Than Jay-Z’s on Kanye West's ‘Jail’ Says Lil Yachty & DaBaby,https://www.youtube.com/watch?v=_c9O9Dj3hig,33535,5:53,1,UCQoxJOkwaCgyzQtiuAIDcuw
459,Omarion on being signed to Lil Wayne & Rick Ross | Ep. 79 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=S8jVe1ieG2k,34050,3:04,1,UCQoxJOkwaCgyzQtiuAIDcuw
405,Ne-Yo Breaks Down Rihanna’s “Unfaithful” Lyrics | Ep. 82 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=bWvWWULkFZ0,34800,2:15,1,UCQoxJOkwaCgyzQtiuAIDcuw
448,Timbaland was shot while working at Red Lobster & was paralyzed for almost 2 years | CLUB SHAY SHAY,https://www.youtube.com/watch?v=0jWdtOOu1AQ,35027,2:52,1,UCQoxJOkwaCgyzQtiuAIDcuw
158,"Trevor Ariza Explains Why LeBron James, Carmelo Anthony and Dwight Howard on the Lakers Didn’t Work",https://www.youtube.com/watch?v=V4ZT8jCKMmY,35128,1:48,1,UCQoxJOkwaCgyzQtiuAIDcuw
430,Timbaland on making $500K for a beat & turning artists down: 'Ego got the best of me' | Ep. 80,https://www.youtube.com/watch?v=5_y1gIz0YtA,35192,8:35,1,UCQoxJOkwaCgyzQtiuAIDcuw
180,DaBaby is a Marketing Genius for Wearing a Diaper | CLUB SHAY SHAY,https://www.youtube.com/watch?v=uBFW-B-Ugrk,35605,3:52,1,UCQoxJOkwaCgyzQtiuAIDcuw
462,Omarion teaches Shannon how to be an unbothered king after blowup at Lakers-Grizzlies game | Ep. 79,https://www.youtube.com/watch?v=O3jwzR5ryS0,35657,7:32,1,UCQoxJOkwaCgyzQtiuAIDcuw
50,21 Savage On Dating Publicly | CLUB SHAY SHAY,https://www.youtube.com/watch?v=UuNaR43a5Rg,36303,2:08,1,UCQoxJOkwaCgyzQtiuAIDcuw
229,LeBron Leaving Top Sports Agency CAA For Rich Paul’s Klutch Sports | CLUB SHAY SHAY,https://www.youtube.com/watch?v=qaW6aIAlRqI,36396,5:11,1,UCQoxJOkwaCgyzQtiuAIDcuw
1,Mo’Nique On Being Fat & Shannon Sharpe On Being Black With A Stutter | CLUB SHAY SHAY,https://www.youtube.com/watch?v=YbGdBPKjNik,36969,11:20,1,UCQoxJOkwaCgyzQtiuAIDcuw
445,Timbaland on Jay-Z's $2.5 Billion Net Worth: 'He's a Prophet. God sent him. He's not human' | Ep. 80,https://www.youtube.com/watch?v=7URxSX8VxRE,37012,3:40,1,UCQoxJOkwaCgyzQtiuAIDcuw
156,LeBron James Scored 52 Points On Trevor Ariza In High School After His Uncle Called ‘Bron Overrated,https://www.youtube.com/watch?v=f8JuBhmqZc4,37050,1:14,1,UCQoxJOkwaCgyzQtiuAIDcuw
244,"Dave Chappelle Walking Away From $50M, Transgender Jokes & SNL Monologue - Bruce Bruce reacts",https://www.youtube.com/watch?v=E5kAfmmnGYI,37512,2:27,1,UCQoxJOkwaCgyzQtiuAIDcuw
255,"Bill Cosby, Eddie Murphy, Richard Pryor and Redd Foxx Top Tommy Davidson's Mt. Rushmore Comedians",https://www.youtube.com/watch?v=VjbJKRmKE7U,37518,3:43,1,UCQoxJOkwaCgyzQtiuAIDcuw
483,Steve Harvey & Shannon Sharpe On Growing Up In Country & Going To Bathroom Outside | Ep. 78,https://www.youtube.com/watch?v=d2di8OZd0TQ,37520,2:50,1,UCQoxJOkwaCgyzQtiuAIDcuw
498,"‘Ja Morant, stop acting like a tough guy.’ – Mendeecees | EP. 77 | CLUB SHAY SHAY",https://www.youtube.com/watch?v=VuVH4qFxYUM,37543,2:52,1,UCQoxJOkwaCgyzQtiuAIDcuw
488,Mendeecees gives his wife Yandy her flowers: “She’s a ride or die” | Ep. 77 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=79dAiCJNj9o,37964,4:56,1,UCQoxJOkwaCgyzQtiuAIDcuw
482,Steve Harvey almost passed on 'The Steve Harvey Show' if Cedric the Entertainer wasn't included,https://www.youtube.com/watch?v=JES1eDIEoRY,37983,2:08,1,UCQoxJOkwaCgyzQtiuAIDcuw
231,James Harden's Use of Player Empowerment Has Cost Him a Lot of Money in Brooklyn and Now Philly,https://www.youtube.com/watch?v=9pDCKRWN4j4,38705,1:31,1,UCQoxJOkwaCgyzQtiuAIDcuw
422,Tabitha Brown & Chance Give Ja Morant Advice As Parents | Ep. 81 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=rXab-8qNPmY,38879,6:08,1,UCQoxJOkwaCgyzQtiuAIDcuw
408,"Ne-Yo on Going Broke After First Deal, Depression & being labeled Baby Tyrese | CLUB SHAY SHAY",https://www.youtube.com/watch?v=kFQqnC23G7U,39334,5:53,1,UCQoxJOkwaCgyzQtiuAIDcuw
493,Mendeecees Was Jealous Of Yandy While In Prison | Ep. 77 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=I0SX0akVLSo,39596,7:15,1,UCQoxJOkwaCgyzQtiuAIDcuw
468,Steve Harvey Jokes About Shannon Sharpe & Kendrick Perkins Country Accent | Ep. 78 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=MWo01lkNet0,39703,0:50,1,UCQoxJOkwaCgyzQtiuAIDcuw
465,Steve Harvey shares what’s wrong with men of this generation | Ep. 78 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=ihUHgDQCQlg,39736,0:40,1,UCQoxJOkwaCgyzQtiuAIDcuw
484,Steve Harvey On Overcoming Stuttering & A Speech Impediment | Ep. 78 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=ilvt_rRKkqM,39800,10:19,1,UCQoxJOkwaCgyzQtiuAIDcuw
157,Lil Wayne Says Anthony Davis Should Be Traded From Los Angeles Lakers - Trevor Ariza Reacts,https://www.youtube.com/watch?v=GN6-h3R45SM,40252,1:43,1,UCQoxJOkwaCgyzQtiuAIDcuw
247,"Bernie Mac Got Paid $10K A Show, Inspired Bruce Bruce & Joke Stealing In Comedy | CLUB SHAY SHAY",https://www.youtube.com/watch?v=S3lrTpjLXJo,40841,4:34,1,UCQoxJOkwaCgyzQtiuAIDcuw
467,"Steve Harvey Explains Why He Put on Cedric the Entertainer, Rickey Smiley, Earthquake & DL Hughley",https://www.youtube.com/watch?v=eBJJtLgLkOE,40878,3:19,1,UCQoxJOkwaCgyzQtiuAIDcuw
267,Marshawn Lynch Brought Bill Clinton To The Hood | CLUB SHAY SHAY,https://www.youtube.com/watch?v=AJ9KPrYsvy4,40978,1:35,1,UCQoxJOkwaCgyzQtiuAIDcuw
259,Dave Chappelle Was Scared Of Tommy Davidson And His Crew In Washington D.C. | CLUB SHAY SHAY,https://www.youtube.com/watch?v=YwkNgdbVZNk,41344,2:21,1,UCQoxJOkwaCgyzQtiuAIDcuw
357,Stephen A. Smith Jokes With Shannon Sharpe: Floyd Mayweather Is More Michael Jordan Than LeBron,https://www.youtube.com/watch?v=tMCFN91R3-s,41700,1:18,1,UCQoxJOkwaCgyzQtiuAIDcuw
134,Francis Ngannou's Life is a Movie - From Child Labor In Africa to Immigrating To Europe In 14 Months,https://www.youtube.com/watch?v=09ICjdFuKmM,42115,52:19,1,UCQoxJOkwaCgyzQtiuAIDcuw
63,Kountry Wayne On Dating Celebrities vs Non Celebrities & Paying For Ex Wife's Birthday Trip,https://www.youtube.com/watch?v=81qFKPtKFMs,42460,12:31,1,UCQoxJOkwaCgyzQtiuAIDcuw
350,Stephen A. Smith Says Anthony Davis is Letting LeBron James Down | EP. 85 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=7w2a7g3OQSc,42842,3:53,1,UCQoxJOkwaCgyzQtiuAIDcuw
211,DJ Khaled’s Hilarious Sales Pitch To Damian Lillard To Go To Miami Heat Over Milwaukee Bucks,https://www.youtube.com/watch?v=GKLO2Kcg3cs,43231,2:36,1,UCQoxJOkwaCgyzQtiuAIDcuw
40,21 Savage On 50 Cent Being Shot 9x & Becoming A Rapper Inspired 21 To Do The Same | CLUB SHAY SHAY,https://www.youtube.com/watch?v=-HF3Au2y1FY,43273,8:37,1,UCQoxJOkwaCgyzQtiuAIDcuw
279,Marshawn Lynch Beat By Taylor Swift For Causing The Biggest Earthquake In Seattle | CLUB SHAY SHAY,https://www.youtube.com/watch?v=rFTOtcjaL7w,43663,2:07,1,UCQoxJOkwaCgyzQtiuAIDcuw
401,Ne-Yo on Hip-Hop Killing R&B | Ep. 82 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=y1zwl2H3PsM,43940,3:56,1,UCQoxJOkwaCgyzQtiuAIDcuw
203,DJ Khaled’s Wife Helped Him Level Up | CLUB SHAY SHAY,https://www.youtube.com/watch?v=-It5B4CkQIY,45387,5:47,1,UCQoxJOkwaCgyzQtiuAIDcuw
39,Kobe Bryant's Death Made 21 Savage's Grammy Win With J. Cole Feel Bittersweet | CLUB SHAY SHAY,https://www.youtube.com/watch?v=aoIh5MOIfeM,45717,8:47,1,UCQoxJOkwaCgyzQtiuAIDcuw
136,Jon Jones Scared To Fight Francis Ngannou? Francis Still Wants To Fight Jon & Calls Jon MMA’s GOAT,https://www.youtube.com/watch?v=quvllC21mTo,46599,5:06,1,UCQoxJOkwaCgyzQtiuAIDcuw
494,"Kingpin & Reality TV Star Perks in Prison: Access to Popeyes, Lobster & Instagram | CLUB SHAY SHAY",https://www.youtube.com/watch?v=Qm0Z26-KU4k,46709,10:02,1,UCQoxJOkwaCgyzQtiuAIDcuw
118,Prince Turned Down By Kirk Franklin Because Of Church Culture | CLUB SHAY SHAY,https://www.youtube.com/watch?v=pL3g4-VzF9I,47021,6:06,1,UCQoxJOkwaCgyzQtiuAIDcuw
48,"21 Savage’s Childhood: Fighting, Evictions, Winning Spelling Bee, Moving From London to East Atlanta",https://www.youtube.com/watch?v=CucJRQjQVdk,47164,1:19:14,1,UCQoxJOkwaCgyzQtiuAIDcuw
0,Mo’Nique on Family Member Molesting Her & Moving Past Trauma | CLUB SHAY SHAY,https://www.youtube.com/watch?v=Hy7BUU-QVps,47668,1:00:23,1,UCQoxJOkwaCgyzQtiuAIDcuw
248,"Jada Pinkett Smith Doesn't Like Will Smith, but Loves His Money - Bruce Bruce Explains",https://www.youtube.com/watch?v=zzsLtOSJ4ZU,47717,1:12,1,UCQoxJOkwaCgyzQtiuAIDcuw
305,Dwyane Wade Hated Beef With Kobe Bryant Once Shaq Came To Miami Heat | CLUB SHAY SHAY,https://www.youtube.com/watch?v=qgU7BIl3Sec,47891,7:11,1,UCQoxJOkwaCgyzQtiuAIDcuw
121,"Kirk Franklin On Discovering Biological Dad At 53, Birth Mom Denying It & Secrets At Black Churches",https://www.youtube.com/watch?v=NoypfR2wLdY,48098,16:24,1,UCQoxJOkwaCgyzQtiuAIDcuw
307,Dwyane Wade Should've Won NBA MVP Over LeBron James in 2008-2009 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=tSCeWfHtWB8,48106,5:20,1,UCQoxJOkwaCgyzQtiuAIDcuw
38,LeBron James Inspires 21 Savage as a Father | CLUB SHAY SHAY,https://www.youtube.com/watch?v=h6e_Fbp5Wvo,48489,15:45,1,UCQoxJOkwaCgyzQtiuAIDcuw
153,Anthony Edwards Is Better Than Nicola Jokic and Is the Best Player in the NBA Says Trevor Ariza,https://www.youtube.com/watch?v=Bf-7Dz7h9zk,49285,3:49,1,UCQoxJOkwaCgyzQtiuAIDcuw
197,DaBaby On Kanye West’s War Advice vs 50 Cent’s Strategic Advice After Rolling Loud | CLUB SHAY SHAY,https://www.youtube.com/watch?v=MqYiHKlohMs,49945,3:24,1,UCQoxJOkwaCgyzQtiuAIDcuw
159,Damian Lillard Shoots A Better Deep Ball Than Steph Curry Says Trevor Ariza | CLUB SHAY SHAY,https://www.youtube.com/watch?v=ww8bOtwRWUU,50178,2:38,1,UCQoxJOkwaCgyzQtiuAIDcuw
492,Yandy Cousin’s Fought Mendeecees’ Baby Mother | Ep. 77 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=DUN3NIukJWQ,51384,4:40,1,UCQoxJOkwaCgyzQtiuAIDcuw
240,BET Gave Bruce Bruce The Bag and New Clothes For ComicView | CLUB SHAY SHAY,https://www.youtube.com/watch?v=QWCOGgnSHps,51465,3:02,1,UCQoxJOkwaCgyzQtiuAIDcuw
318,"Dwyane Wade on LeBron James Saying ""Not 1, Not 2, Not 3..."" Championships in Miami | CLUB SHAY SHAY",https://www.youtube.com/watch?v=wx-SYIDQxSY,51481,7:07,1,UCQoxJOkwaCgyzQtiuAIDcuw
363,Stephen A. Smith Is NOT Working Out With Shannon “That’s like the Rock standing next to Snoop Dogg.”,https://www.youtube.com/watch?v=ruo0VFKAHI8,51487,1:30,1,UCQoxJOkwaCgyzQtiuAIDcuw
345,Stephen A. Smith Knew Skip Bayless Was Auditioning Shannon Sharpe To Replace Him On First Take,https://www.youtube.com/watch?v=fRfTEHiZKAs,52002,2:50,1,UCQoxJOkwaCgyzQtiuAIDcuw
182,DaBaby’s FaceTime With Ja Morant: “I ain’t got no lecture for you. I’m flawed my damn self.”,https://www.youtube.com/watch?v=RiYy5paJCj4,53558,2:35,1,UCQoxJOkwaCgyzQtiuAIDcuw
331,Chris Brown On Opening For Beyoncé & Destiny's Child At 16-Years-Old In Australia | Club Shay Shay,https://www.youtube.com/watch?v=HiWiCm01O_0,53758,3:35,1,UCQoxJOkwaCgyzQtiuAIDcuw
295,Dwyane Wade on Shaq's Impact on His Career | CLUB SHAY SHAY,https://www.youtube.com/watch?v=k0KZaxLaJNE,54154,13:41,1,UCQoxJOkwaCgyzQtiuAIDcuw
310,Dwyane Wade on Michael Jordan & Jimmy Butler Comparisons | CLUB SHAY SHAY,https://www.youtube.com/watch?v=QhqcfSa9ejw,54519,3:28,1,UCQoxJOkwaCgyzQtiuAIDcuw
55,"Kountry Wayne Made $20K A Month Owning A Night Club, Despite Only Being Open 1 Day A Week",https://www.youtube.com/watch?v=_C3EwXyyNFA,54783,3:46,1,UCQoxJOkwaCgyzQtiuAIDcuw
171,Ric Flair Talks Steroid and Drug Use in Wrestling | CLUB SHAY SHAY,https://www.youtube.com/watch?v=s2hUTorDRMY,55111,2:23,1,UCQoxJOkwaCgyzQtiuAIDcuw
35,21 Savage On NFL Players Making Less Than Rappers | CLUB SHAY SHAY,https://www.youtube.com/watch?v=qrwEnCJcTYI,55245,8:39,1,UCQoxJOkwaCgyzQtiuAIDcuw
68,Kountry Wayne’s Friend Robbed $15K From His House | CLUB SHAY SHAY,https://www.youtube.com/watch?v=V_eyfmVDJDM,55521,3:11,1,UCQoxJOkwaCgyzQtiuAIDcuw
303,Dwyane Wade on LeBron James & Carmelo Anthony's Sons Carrying Their Last Names In Basketball,https://www.youtube.com/watch?v=YEO8ICINM3k,55997,2:17,1,UCQoxJOkwaCgyzQtiuAIDcuw
237,"Rich Paul Claims He Can Shoot Like Steph, Klay and Dame. Shannon Sharpe Needs a Drink After That...",https://www.youtube.com/watch?v=Npb8K1uyoZE,56348,2:44,1,UCQoxJOkwaCgyzQtiuAIDcuw
60,Kountry Wayne Fought To Get Daughter Out Of Foster Care | CLUB SHAY SHAY,https://www.youtube.com/watch?v=BHSJg8fKk10,56799,3:01,1,UCQoxJOkwaCgyzQtiuAIDcuw
298,"""LeBron James was better in practice than games."" Dwyane Wade on Taking LeBron for Granted & a GOAT",https://www.youtube.com/watch?v=jyPtT7ROi8s,56811,1:24,1,UCQoxJOkwaCgyzQtiuAIDcuw
125,"50/50 Relationships, Best First Dates, & Open Marriages - Kirk Franklin & Shannon Sharpe Debate",https://www.youtube.com/watch?v=rhWqNozJ1dE,58512,8:48,1,UCQoxJOkwaCgyzQtiuAIDcuw
189,"Patrick Mahomes Isn’t A Top 3 Black QB, But Cam Newton, Mike Vick & Lamar Jackson Are Via DaBaby",https://www.youtube.com/watch?v=L5xQybBieKA,58675,1:09,1,UCQoxJOkwaCgyzQtiuAIDcuw
277,Marshawn Lynch On Destroying Shannon Sharpe’s Broncos In The Super Bowl | CLUB SHAY SHAY,https://www.youtube.com/watch?v=uxvoBy3mpSA,59098,1:46,1,UCQoxJOkwaCgyzQtiuAIDcuw
126,Shannon Sharpe Brushing $130K Veneers 10x A Day Gets Hilarious Reaction From Kirk Franklin,https://www.youtube.com/watch?v=98Jb1m1DDjk,60025,3:44,1,UCQoxJOkwaCgyzQtiuAIDcuw
250,"Biggie, Outkast and Too $hort Name Drop Bruce Bruce In Songs | CLUB SHAY SHAY",https://www.youtube.com/watch?v=Dk7QAh2LEVg,60155,2:07,1,UCQoxJOkwaCgyzQtiuAIDcuw
140,"Francis Ngannou Got Cheated In Tyson Fury Fight, Talks Knock Down & Wants A Rematch | CLUB SHAY SHAY",https://www.youtube.com/watch?v=yOHPOdSpPCU,60321,22:35,1,UCQoxJOkwaCgyzQtiuAIDcuw
258,Wayans Family Receives Their Flowers From Tommy Davidson | CLUB SHAY SHAY,https://www.youtube.com/watch?v=SWphj7YyOB8,60766,8:39,1,UCQoxJOkwaCgyzQtiuAIDcuw
309,"Dwyane Wade's Advice To Ja Morant While Giving Examples Of Kobe, LeBron & Jordan |  CLUB SHAY SHAY",https://www.youtube.com/watch?v=MWhV1HVEHRM,61324,2:48,1,UCQoxJOkwaCgyzQtiuAIDcuw
41,21 Savage Says He’s The Best Rapper In The 2016 XXL Freshman Class | CLUB SHAY SHAY,https://www.youtube.com/watch?v=slTM0Y_OLZ4,61629,9:41,1,UCQoxJOkwaCgyzQtiuAIDcuw
199,DaBaby Says $200M Loss From Rolling Loud Incident Was A Blessing In Disguise | CLUB SHAY SHAY,https://www.youtube.com/watch?v=PC_bVk9rNPQ,61755,6:41,1,UCQoxJOkwaCgyzQtiuAIDcuw
461,Omarion Shoots His Shot at Nia Long | Ep. 79 | CLUB SHAY SHAY,https://www.youtube.com/watch?v=SZprCDG_JwA,61756,2:19,1,UCQoxJOkwaCgyzQtiuAIDcuw
65,Kountry Wayne On Witnessing Mom’s Death at 11 Years Old & Details Her Final Moments | CLUB SHAY SHAY,https://www.youtube.com/watch?v=hYKPed3KmPE,63734,9:14,1,UCQoxJOkwaCgyzQtiuAIDcuw
497,Gunna’s Plea Deal & Snitch Allegations: ‘Successful Black Men Become Targets’ | EP. 77,https://www.youtube.com/watch?v=GoMNG9zMQlI,64983,5:34,1,UCQoxJOkwaCgyzQtiuAIDcuw
